lakeID,treatment,rep,incub_days,totalCH4_umol,totalCO2_umol
BA,algal,1,0,0.319543025978207,1.13422522073536
BA,algal,1,14.0833333333333,1.26507718781656,2.68352628476338
BA,algal,1,21.0625,1.47957324280336,2.84640882595653
BA,algal,1,4.0625,0.509539926153308,1.49517343101525
BA,algal,1,9.22916666666667,0.835314567366848,1.96320155024987
BA,algal,2,0,0.350815085079465,1.23396037920397
BA,algal,2,14.0833333333333,1.38035765473746,2.73291857090107
BA,algal,2,21.0625,1.70870512855637,3.19560771754696
BA,algal,2,4.0625,0.540560343850809,1.45815890328566
BA,algal,2,9.22916666666667,0.90657791665445,1.97989389147383
BA,algal,3,0,0.228063688368774,1.10653364198136
BA,algal,3,14.0833333333333,1.07828848873403,2.6780243422549
BA,algal,3,21.0625,1.41353604995406,3.05087557198101
BA,algal,3,4.0625,0.3717812218331,1.30679271406402
BA,algal,3,9.22916666666667,0.681138874994879,1.83646707410577
BA,algalBES,1,0,0.120142221230548,1.17200455145792
BA,algalBES,1,14.0833333333333,0.173443637022199,2.12880670177632
BA,algalBES,1,21.0625,0.152992374200787,2.33244467765496
BA,algalBES,1,4.0625,0.154747201866006,1.48395740576402
BA,algalBES,1,9.22916666666667,0.157933128702463,1.79869299416688
BA,algalBES,2,0,0.17557988870573,0.83647198465614
BA,algalBES,2,14.0833333333333,0.327213726311472,1.94419440519234
BA,algalBES,2,21.0625,0.281807770575338,2.01806064399968
BA,algalBES,2,4.0625,0.301986781690964,1.37779336678504
BA,algalBES,2,9.22916666666667,0.353351695507125,1.76396283441924
BA,algalBES,3,0,0.11000718428152,0.786414623871227
BA,algalBES,3,14.0833333333333,0.196899585336948,1.94913230957516
BA,algalBES,3,21.0625,0.179705215222073,2.17861884827392
BA,algalBES,3,4.0625,0.178311651713541,1.33033624257993
BA,algalBES,3,9.22916666666667,0.21583993725061,1.88777948099069
BA,BES,1,0,0.220539630395338,0.929591382721182
BA,BES,1,14.0833333333333,0.435953409726784,1.60159570613178
BA,BES,1,21.0625,0.284862748501836,1.18866961527373
BA,BES,1,4.0625,0.296553307292814,1.07013797879546
BA,BES,1,9.22916666666667,0.298095225793172,1.03279505592423
BA,BES,2,0,0.216895218533796,0.95785322276369
BA,BES,2,14.0833333333333,0.31625433843768,1.23499854360317
BA,BES,2,21.0625,0.284167848849459,1.28410326744588
BA,BES,2,4.0625,0.307597006131009,1.15635818633903
BA,BES,2,9.22916666666667,0.331740246381749,1.16294658807498
BA,BES,3,0,0.208394882932646,0.909309528996109
BA,BES,3,14.0833333333333,0.338778218266883,1.13219843440055
BA,BES,3,21.0625,0.300496319573654,1.22913363213609
BA,BES,3,4.0625,0.359914095925201,1.26884160734631
BA,BES,3,9.22916666666667,0.345949686343474,1.11378249294461
BA,control,1,0,0.1935129511088,1.05747653009095
BA,control,1,14.0833333333333,0.730611138083966,1.99252007710938
BA,control,1,21.0625,0.578932480523072,1.60696992177967
BA,control,1,4.0625,0.33488129731658,1.24997476693154
BA,control,1,9.22916666666667,0.477908303938988,1.46105058729441
BA,control,2,0,0.228728123972452,0.850233426879627
BA,control,2,14.0833333333333,0.533637871718051,1.52588444715221
BA,control,2,21.0625,0.50987638854896,1.45242758553725
BA,control,2,4.0625,0.331718626921263,1.09405895739814
BA,control,2,9.22916666666667,0.425426323683782,1.59376167079849
BA,control,3,0,0.189448527298372,0.855308015990528
BA,control,3,14.0833333333333,0.469114544713825,1.49217763426564
BA,control,3,21.0625,0.406448791693616,1.41304916109212
BA,control,3,4.0625,0.250546236996068,1.01183755412946
BA,control,3,9.22916666666667,0.356063034871301,1.27044708340931
BH,algal,1,0,0.68958946111618,1.00143893520172
BH,algal,1,10.9583333333333,2.18185126599662,1.63068681503181
BH,algal,1,19.7916666666667,4.04076908452026,2.1751603784975
BH,algal,1,24.7916666666667,4.45318537115963,2.23038349542594
BH,algal,1,4.95833333333333,1.53463438277052,1.58673233686251
BH,algal,2,0,0.554233217544291,0.895559999791155
BH,algal,2,10.9583333333333,2.0488182073533,1.75634158733877
BH,algal,2,19.7916666666667,4.1353021226314,2.41602503320101
BH,algal,2,24.7916666666667,4.35244194168289,2.56745889848015
BH,algal,2,4.95833333333333,1.3763154221156,1.56152604073101
BH,algal,3,0,0.650427129803084,1.19313539589635
BH,algal,3,10.9583333333333,2.04395869303297,1.94390946129344
BH,algal,3,19.7916666666667,3.85431695283322,2.43629491541786
BH,algal,3,24.7916666666667,4.34082777434233,2.62801034210642
BH,algal,3,4.95833333333333,1.25798490019085,1.65722883332128
BH,algalBES,1,0,0.508614821738151,1.2728469246195
BH,algalBES,1,10.9583333333333,0.802816393952947,1.44284108270471
BH,algalBES,1,19.7916666666667,0.783305778246508,2.07161537784196
BH,algalBES,1,24.7916666666667,0.66671500602003,1.49752984641661
BH,algalBES,1,4.95833333333333,0.711370414654056,1.37510776670465
BH,algalBES,2,0,0.511143582367659,1.40016487292851
BH,algalBES,2,10.9583333333333,0.617325551326285,1.4473743687393
BH,algalBES,2,19.7916666666667,0.733397476108945,1.55918881037724
BH,algalBES,2,24.7916666666667,0.686994049029599,1.58888986730834
BH,algalBES,2,4.95833333333333,0.68741002353469,1.64466991358065
BH,algalBES,3,0,0.495360229145837,1.28461248204125
BH,algalBES,3,10.9583333333333,0.732088684365994,1.42682401678166
BH,algalBES,3,19.7916666666667,0.840638078806715,1.38369846304832
BH,algalBES,3,24.7916666666667,0.766166090097599,1.37045605945265
BH,algalBES,3,4.95833333333333,0.74786722688715,1.5410132094934
BH,BES,1,0,0.65138518067972,1.30368729842855
BH,BES,1,10.9583333333333,0.97651482329762,1.41086826390186
BH,BES,1,19.7916666666667,1.21395150377476,1.59607457146496
BH,BES,1,24.7916666666667,1.12675010303517,1.61527188635395
BH,BES,1,4.95833333333333,1.02720351758478,1.64585588383159
BH,BES,2,0,0.594132344740682,1.36806480265756
BH,BES,2,10.9583333333333,0.748230352097251,1.21888042703924
BH,BES,2,19.7916666666667,0.882497555481448,1.27372555270911
BH,BES,2,24.7916666666667,0.817803032141604,1.27869366160419
BH,BES,2,4.95833333333333,0.775159972963498,1.37954741671321
BH,BES,3,0,0.571774850120354,1.08586172537659
BH,BES,3,10.9583333333333,0.722069332001105,1.17305257323924
BH,BES,3,19.7916666666667,0.891461937529701,1.03101420581396
BH,BES,3,24.7916666666667,0.799119295484974,0.975044258072802
BH,BES,3,4.95833333333333,0.798526906625261,1.39837685864535
BH,control,1,0,0.554192158202928,1.00839447111634
BH,control,1,10.9583333333333,0.88596686017507,1.41291698518152
BH,control,1,19.7916666666667,1.23169645864744,1.94396280868569
BH,control,1,24.7916666666667,1.10274676078042,1.84798337796942
BH,control,1,4.95833333333333,1.04261567754721,1.77121513732858
BH,control,2,0,0.681676522799322,0.919747165066438
BH,control,2,10.9583333333333,1.09818479019891,1.20217461389149
BH,control,2,19.7916666666667,1.38657129835569,1.59374046788523
BH,control,2,24.7916666666667,1.25389577357824,1.41811004582182
BH,control,2,4.95833333333333,1.195001031738,1.38624796915613
BH,control,3,0,0.542037430799718,0.863625202132236
BH,control,3,10.9583333333333,0.914907531410167,1.30903962506726
BH,control,3,19.7916666666667,1.13033421940957,1.47271236489699
BH,control,3,24.7916666666667,1.01911774533153,1.59033273215217
BH,control,3,4.95833333333333,1.04722588847121,1.69885121945798
BO,algal,1,0,0.387111939283846,1.71503699167349
BO,algal,1,11.0972222222222,0.934113188128742,2.82921508801469
BO,algal,1,15.0138888888889,1.08673907004618,3.26258617808248
BO,algal,1,16.6805555555556,0.978566692486933,2.86677037605795
BO,algal,1,20.9305555555556,1.51665594050883,4.00541926937255
BO,algal,1,27.8888888888889,1.49944941682621,3.54465586033725
BO,algal,1,7.09722222222222,0.813833391052092,1.94415508548777
BO,algal,2,0,0.484538902159143,1.80884656694202
BO,algal,2,11.0972222222222,1.46838739094071,3.08827549472303
BO,algal,2,15.0138888888889,2.63250281485594,3.95310456278027
BO,algal,2,16.6805555555556,1.89252791967063,3.38242501284439
BO,algal,2,20.9305555555556,2.74467330067097,4.77858690684803
BO,algal,2,27.8888888888889,3.27383824759766,4.52475100606597
BO,algal,2,7.09722222222222,1.21123731584834,2.11784876793659
BO,algal,3,0,0.407015967327113,2.00351676473155
BO,algal,3,11.0972222222222,0.900425278565187,3.325707883544
BO,algal,3,15.0138888888889,1.0792301526768,3.78654539860592
BO,algal,3,16.6805555555556,0.95924077860832,3.23836803384156
BO,algal,3,20.9305555555556,1.35521030918769,4.45262917953554
BO,algal,3,27.8888888888889,1.29112718373478,3.92357831502846
BO,algal,3,7.09722222222222,0.765352001364197,2.18175415671086
BO,algalBES,1,0,0.0989431050103457,1.97790613715479
BO,algalBES,1,11.0972222222222,0.169675829239773,2.96074282304999
BO,algalBES,1,15.0138888888889,0.119350164658846,2.91509070583112
BO,algalBES,1,16.6805555555556,0.132725125038577,2.66137939333544
BO,algalBES,1,20.9305555555556,0.162283730326113,3.17913095016742
BO,algalBES,1,27.8888888888889,0.138822808280432,2.86363794061176
BO,algalBES,1,7.09722222222222,0.163725620514084,2.04206453643575
BO,algalBES,2,0,0.0577387436668435,1.69555245450281
BO,algalBES,2,11.0972222222222,0.106831718191143,2.86367476292459
BO,algalBES,2,15.0138888888889,0.0986017846451231,2.88891405946515
BO,algalBES,2,16.6805555555556,0.0851318061744336,2.53831488180292
BO,algalBES,2,20.9305555555556,0.0976937219257278,2.99115186555535
BO,algalBES,2,27.8888888888889,0.0863889015238808,2.8049724565572
BO,algalBES,2,7.09722222222222,0.102984470293975,1.98741803812399
BO,algalBES,3,0,0.0760480612997567,1.95415067967665
BO,algalBES,3,11.0972222222222,0.115891428043991,2.83770275062619
BO,algalBES,3,15.0138888888889,0.146223700480459,2.8777496343264
BO,algalBES,3,16.6805555555556,0.109088780614564,2.83425786259747
BO,algalBES,3,20.9305555555556,0.11313857094607,3.09352443675528
BO,algalBES,3,27.8888888888889,0.101139452272142,2.90947087378327
BO,algalBES,3,7.09722222222222,0.118163440434969,2.05392699470092
BO,BES,1,0,0.0987715009092271,1.86248444725396
BO,BES,1,11.0972222222222,0.180013382640215,2.73799733322446
BO,BES,1,15.0138888888889,0.17560980672579,2.56016928559896
BO,BES,1,16.6805555555556,0.160370548951763,2.44754780853425
BO,BES,1,20.9305555555556,0.195537792620864,2.99031887175725
BO,BES,1,27.8888888888889,0.158626497373811,2.41531651601262
BO,BES,1,7.09722222222222,0.176332088063877,1.99625941848369
BO,BES,2,0,0.108318894547848,1.80564512924602
BO,BES,2,11.0972222222222,0.193972111435917,2.76165471469868
BO,BES,2,15.0138888888889,0.178889797445641,2.72588880060834
BO,BES,2,16.6805555555556,0.149032163711583,2.36980943342872
BO,BES,2,20.9305555555556,0.170848798131747,2.75097916098623
BO,BES,2,27.8888888888889,0.133947160928389,2.40719457485724
BO,BES,2,7.09722222222222,0.18105383752575,1.89086565239889
BO,BES,3,0,0.154458847810052,2.26351731656794
BO,BES,3,11.0972222222222,0.229835966878947,2.79681372650254
BO,BES,3,15.0138888888889,0.213406996355589,2.87048585625666
BO,BES,3,16.6805555555556,0.169192017846834,2.32902988667847
BO,BES,3,20.9305555555556,0.192139360111655,2.80004991800148
BO,BES,3,27.8888888888889,0.149084327769852,2.39812292578042
BO,BES,3,7.09722222222222,0.238305547882657,2.07886539099638
BO,control,1,0,0.708338057757323,1.96649658071956
BO,control,1,11.0972222222222,0.484996279851566,3.02680085437168
BO,control,1,15.0138888888889,0.122014957577919,3.40381815682173
BO,control,1,16.6805555555556,0.0476374935365009,3.16627743582428
BO,control,1,20.9305555555556,0.0236518726643113,3.99994910852168
BO,control,1,27.8888888888889,0.0069195930623474,3.55713168510214
BO,control,1,7.09722222222222,1.00682618790161,2.15528166174378
BO,control,2,0,0.745911206540353,1.86303626828495
BO,control,2,11.0972222222222,1.38123646010466,2.92025283267478
BO,control,2,15.0138888888889,1.25963833063531,3.01902059071252
BO,control,2,16.6805555555556,1.23716345831388,3.27216836628589
BO,control,2,20.9305555555556,1.33900484733197,3.60791210608576
BO,control,2,27.8888888888889,1.06906174417518,2.98366348112027
BO,control,2,7.09722222222222,1.46934409757486,2.22127465258999
BO,control,3,0,0.673087348041281,1.67704017224785
BO,control,3,11.0972222222222,1.07025330695062,2.35379025076015
BO,control,3,15.0138888888889,1.23429306509126,2.78701580326465
BO,control,3,16.6805555555556,1.11300783329709,2.4318993526468
BO,control,3,20.9305555555556,1.43666243537013,3.25485303820551
BO,control,3,27.8888888888889,1.22462962434699,2.91104630891987
BO,control,3,7.09722222222222,1.3865543922021,2.06390683347214
BR,algal,1,0,1.28763525493185,1.3743728959961
BR,algal,1,10.0590277777778,1.82261821156462,2.18357375734526
BR,algal,1,15.8958333333333,5.01521351364676,2.39605805463704
BR,algal,1,20.8958333333333,5.18501231175046,2.59514665729174
BR,algal,1,26.2291666666667,5.64198023991605,2.48566678957883
BR,algal,1,4.6875,2.1928952693765,1.5887356955674
BR,algal,2,0,1.3265919285353,1.49412297592212
BR,algal,2,10.0590277777778,1.47385620272954,1.94689120991112
BR,algal,2,15.8958333333333,5.18609937666316,2.48392616676963
BR,algal,2,20.8958333333333,6.10983048602642,3.0351532577617
BR,algal,2,26.2291666666667,6.416825933923,2.80822714741029
BR,algal,2,4.6875,2.62846089020123,1.91069549208516
BR,algal,3,0,1.12395254864501,1.44580045369585
BR,algal,3,10.0590277777778,1.62651115917967,1.97017567521774
BR,algal,3,15.8958333333333,4.5035781463578,2.54635865446947
BR,algal,3,20.8958333333333,4.89474739741165,2.86972727514878
BR,algal,3,26.2291666666667,5.59198204108054,2.84335891221681
BR,algal,3,4.6875,2.11236447614952,1.74227860030161
BR,algalBES,1,0,0.7613310306128,1.66531656928213
BR,algalBES,1,10.0590277777778,0.447381619392635,1.61958433517445
BR,algalBES,1,15.8958333333333,1.38436796051411,2.62693582414248
BR,algalBES,1,20.8958333333333,1.54556406044713,3.00883237191392
BR,algalBES,1,26.2291666666667,1.20647955225101,2.63485147716348
BR,algalBES,1,4.6875,1.06223687364804,2.02117371146708
BR,algalBES,2,0,0.849947493371222,1.81682812548542
BR,algalBES,2,10.0590277777778,0.762214124436239,1.5597560746679
BR,algalBES,2,15.8958333333333,1.34777704986875,2.32799054820488
BR,algalBES,2,20.8958333333333,1.58633579087039,2.8049555774091
BR,algalBES,2,26.2291666666667,1.2078125382367,2.37334510404251
BR,algalBES,2,4.6875,1.04650115352041,1.87113619961847
BR,algalBES,3,0,0.742712920198964,1.87068689175819
BR,algalBES,3,10.0590277777778,0.814422397040061,1.83831667257393
BR,algalBES,3,15.8958333333333,1.2976963645769,2.47195116027839
BR,algalBES,3,20.8958333333333,1.40011847777949,2.76642449382714
BR,algalBES,3,26.2291666666667,1.07912956225042,2.37969193174146
BR,algalBES,3,4.6875,1.16811366497111,2.30505366539385
BR,BES,1,0,0.82153667287013,1.66267560819735
BR,BES,1,10.0590277777778,0.809315592261669,1.41644640113555
BR,BES,1,15.8958333333333,1.31525397672209,1.85961469755117
BR,BES,1,20.8958333333333,1.51619087277071,2.18980076869906
BR,BES,1,26.2291666666667,1.20578373121142,1.91050161481851
BR,BES,1,4.6875,1.19962872845768,1.9665118968416
BR,BES,2,0,0.962141046243806,1.63041025870193
BR,BES,2,10.0590277777778,0.86439270506936,1.5196355844833
BR,BES,2,15.8958333333333,1.49885703403278,2.00218781001962
BR,BES,2,20.8958333333333,1.63518414215163,2.208232664904
BR,BES,2,26.2291666666667,1.50940459206406,2.24057109201686
BR,BES,2,4.6875,1.43280696758859,2.06003844990593
BR,BES,3,0,1.0391435633889,1.8602676900996
BR,BES,3,10.0590277777778,0.738315394556903,1.30283827308777
BR,BES,3,15.8958333333333,1.53713257528802,2.09886824032157
BR,BES,3,20.8958333333333,1.78367466639895,2.44335101322823
BR,BES,3,26.2291666666667,1.38675130889749,2.17913563164647
BR,BES,3,4.6875,1.76843779058548,2.26984040729004
BR,control,1,0,1.29556215434484,1.67594081676806
BR,control,1,10.0590277777778,1.44258816751786,1.62819776104114
BR,control,1,15.8958333333333,1.98043657896428,2.03893624382318
BR,control,1,20.8958333333333,2.21625604014314,2.39509883017729
BR,control,1,26.2291666666667,1.75869511791553,2.11074684704493
BR,control,1,4.6875,1.6390164316745,1.87447888740112
BR,control,2,0,1.25868518669723,1.43683723812228
BR,control,2,10.0590277777778,1.38478075306879,1.43894839719785
BR,control,2,15.8958333333333,1.94664499601233,1.7308348188026
BR,control,2,20.8958333333333,2.08590830832711,1.91326708860987
BR,control,2,26.2291666666667,1.95805728736668,2.00898296125256
BR,control,2,4.6875,1.60245070305071,1.560189967571
BR,control,3,0,1.269976554613,1.3294773452969
BR,control,3,10.0590277777778,1.27197142032768,1.29297828005028
BR,control,3,15.8958333333333,1.92475512996162,1.57440707932735
BR,control,3,20.8958333333333,2.16059167755292,1.8031587845644
BR,control,3,26.2291666666667,1.91698599171534,1.79046827074347
BR,control,3,4.6875,1.83028856193079,1.63243171439275
BY,algal,1,0,0.40917164188231,1.71172993232393
BY,algal,1,11.9583333333333,0.753503441948688,3.20609971692856
BY,algal,1,17.2916666666667,0.742665685209788,3.34145317191445
BY,algal,1,22.0416666666667,0.92707223242606,4.15358861050236
BY,algal,1,6.95833333333333,0.517078144735204,2.18939374783316
BY,algal,2,0,0.408258863734092,1.6830331342334
BY,algal,2,11.9583333333333,0.704520118551317,3.1605854340749
BY,algal,2,17.2916666666667,0.693624673290894,3.25133433586392
BY,algal,2,22.0416666666667,0.912636370057775,4.14619211743296
BY,algal,2,6.95833333333333,0.521185085287991,2.28519460590494
BY,algal,3,0,0.624116248184824,1.65386012110684
BY,algal,3,11.9583333333333,1.13354878359301,2.98316539176937
BY,algal,3,17.2916666666667,1.29935567564454,3.57642499227973
BY,algal,3,22.0416666666667,1.53138540488272,4.2017695269122
BY,algal,3,6.95833333333333,0.867414132572332,2.36049199449533
BY,algalBES,1,0,0.186994003403833,2.31861220837133
BY,algalBES,1,11.9583333333333,0.217921608922204,2.21485702457031
BY,algalBES,1,17.2916666666667,0.213502521698229,2.28908936075224
BY,algalBES,1,22.0416666666667,0.238603497796588,2.96355200062157
BY,algalBES,1,6.95833333333333,0.216337807960291,2.53410085915783
BY,algalBES,2,0,0.145594482717837,1.47159229550461
BY,algalBES,2,11.9583333333333,0.227248167781943,2.03893730155707
BY,algalBES,2,17.2916666666667,0.194176131384476,2.0037391371803
BY,algalBES,2,22.0416666666667,0.248857032932832,3.08024281855122
BY,algalBES,2,6.95833333333333,0.187630961210468,1.72112195012089
BY,algalBES,3,0,0.0539539604726979,1.2798247329367
BY,algalBES,3,11.9583333333333,0.0953792146909085,1.69595145170718
BY,algalBES,3,17.2916666666667,0.0807429765051179,1.5329009752633
BY,algalBES,3,22.0416666666667,0.0991802200653795,2.29313143871165
BY,algalBES,3,6.95833333333333,0.0770147740079523,1.50362107306807
BY,BES,1,0,2.15325194717932,5.43127963436645
BY,BES,1,11.9583333333333,1.879370628403,6.0245228978844
BY,BES,1,17.2916666666667,1.87249438115178,6.85936224183216
BY,BES,1,22.0416666666667,2.04645097069371,8.32627682635278
BY,BES,1,6.95833333333333,1.93969784139395,6.08876771433015
BY,BES,2,0,1.45240534096212,4.8340582613836
BY,BES,2,11.9583333333333,1.31609044796395,5.76493499208275
BY,BES,2,17.2916666666667,1.32143982196264,6.62689530147173
BY,BES,2,22.0416666666667,1.43666988521132,7.88366650794279
BY,BES,2,6.95833333333333,1.42280103655575,6.04466176631794
BY,BES,3,0,0.325751466135664,1.60734209856854
BY,BES,3,11.9583333333333,0.504575726961703,2.28323303797438
BY,BES,3,17.2916666666667,0.430232901515803,2.18013836362173
BY,BES,3,22.0416666666667,0.462713940839155,2.57857101677459
BY,BES,3,6.95833333333333,0.402380999088769,1.86532876285242
BY,control,1,0,1.42077134422456,2.72885094275236
BY,control,1,11.9583333333333,1.11522478537679,4.40763968736059
BY,control,1,17.2916666666667,0.732638137500703,4.56391371770972
BY,control,1,22.0416666666667,0.540328035341162,5.52324885522172
BY,control,1,6.95833333333333,1.23864264025616,3.70828254370192
BY,control,2,0,1.08216399865842,2.0462138919683
BY,control,2,11.9583333333333,1.61193592567492,4.49222230932821
BY,control,2,17.2916666666667,1.18091564145925,4.67956255909213
BY,control,2,22.0416666666667,0.851409619274651,5.78044912515881
BY,control,2,6.95833333333333,1.46594418987924,3.54574696273279
BY,control,3,0,1.03922112615902,1.79943199429253
BY,control,3,11.9583333333333,1.7575110589366,2.62298798167255
BY,control,3,17.2916666666667,1.61803961675469,2.60450203869068
BY,control,3,22.0416666666667,1.75461022327271,2.97329565059868
BY,control,3,6.95833333333333,1.52756932743462,2.6066425936449
CB,algal,1,0,0.47082536449147,1.60710636529766
CB,algal,1,10.0208333333333,0.664405075769499,2.12013209109008
CB,algal,1,16.1041666666667,1.01686101299315,3.01948786305451
CB,algal,1,19.1875,1.03737150524338,3.0576324459101
CB,algal,1,25.0625,1.00681517435189,2.9097586918229
CB,algal,1,4.04166666666667,0.555399068987661,1.71648077171651
CB,algal,2,0,0.475949008242976,1.66473608670403
CB,algal,2,10.0208333333333,0.704753205704932,2.11719003847877
CB,algal,2,16.1041666666667,0.998439709048089,2.68757721667604
CB,algal,2,19.1875,1.07312910540749,2.80242306056079
CB,algal,2,25.0625,1.19196796484163,2.97671447841819
CB,algal,2,4.04166666666667,0.588615554796751,1.81814677636414
CB,algal,3,0,0.4958359265241,1.64520548770167
CB,algal,3,10.0208333333333,0.702381520174351,2.14441376491324
CB,algal,3,16.1041666666667,1.14457457905766,3.04644253274532
CB,algal,3,19.1875,1.13553676293886,2.92056246177995
CB,algal,3,25.0625,1.10203685892212,2.82063385479874
CB,algal,3,4.04166666666667,0.628195162410325,1.92303853419272
CB,algalBES,1,0,0.144147417097175,0.868386020805724
CB,algalBES,1,10.0208333333333,0.251156041847032,1.7831988898658
CB,algalBES,1,16.1041666666667,0.245951448606349,2.05532386473186
CB,algalBES,1,19.1875,0.267879847337218,2.39514560084912
CB,algalBES,1,25.0625,0.2275516816659,2.14747685164365
CB,algalBES,1,4.04166666666667,0.248296130311392,1.53953503590051
CB,algalBES,2,0,0.22034758701662,1.03275244591086
CB,algalBES,2,10.0208333333333,0.350387803961652,1.97505716065287
CB,algalBES,2,16.1041666666667,0.369879677055259,2.31465384791478
CB,algalBES,2,19.1875,0.412091367669233,2.7009062016293
CB,algalBES,2,25.0625,0.343695219862581,2.40557849382375
CB,algalBES,2,4.04166666666667,0.371328209475857,1.72685081015218
CB,algalBES,3,0,0.125774901050364,1.04846633556986
CB,algalBES,3,10.0208333333333,0.15747957309239,1.6622848364775
CB,algalBES,3,16.1041666666667,0.220014264520823,2.65650185830252
CB,algalBES,3,19.1875,0.18932003594547,2.42463386249971
